"Study","Person","Rater","Criterion","Score"
"Study2","P137","R08","Structure",3
"Study2","P137","R08","Syntactic_Breadth",3
"Study2","P137","R08","Train_of_Thought",2
"Study2","P137","R08","Vocabulary",3
"Study2","P138","R02","Completeness",3
"Study2","P138","R02","Correctness",3
"Study2","P138","R02","Description",1
"Study2","P138","R02","Fluency",3
"Study2","P138","R02","Structure",3
"Study2","P138","R02","Syntactic_Breadth",3
"Study2","P138","R02","Train_of_Thought",3
"Study2","P138","R02","Vocabulary",2
"Study2","P138","R11","Argumentation",1
"Study2","P138","R11","Completeness",3
"Study2","P138","R11","Correctness",2
"Study2","P138","R11","Fluency",2
"Study2","P138","R11","Structure",2
"Study2","P138","R11","Syntactic_Breadth",1
"Study2","P138","R11","Train_of_Thought",1
"Study2","P138","R11","Vocabulary",2
"Study2","P139","R05","Argumentation",2
"Study2","P139","R05","Completeness",3
"Study2","P139","R05","Correctness",1
"Study2","P139","R05","Description",2
"Study2","P139","R05","Fluency",2
"Study2","P139","R05","Syntactic_Breadth",2
"Study2","P139","R05","Train_of_Thought",2
"Study2","P139","R05","Vocabulary",2
"Study2","P139","R10","Argumentation",2
"Study2","P139","R10","Completeness",3
"Study2","P139","R10","Correctness",1
"Study2","P139","R10","Description",2
"Study2","P139","R10","Fluency",2
"Study2","P139","R10","Structure",3
"Study2","P139","R10","Syntactic_Breadth",3
"Study2","P139","R10","Train_of_Thought",1
"Study2","P139","R10","Vocabulary",2
"Study2","P140","R03","Completeness",3
"Study2","P140","R03","Description",3
"Study2","P140","R03","Fluency",4
"Study2","P140","R03","Structure",3
"Study2","P140","R03","Syntactic_Breadth",3
"Study2","P140","R03","Vocabulary",4
"Study2","P140","R11","Completeness",4
"Study2","P140","R11","Correctness",2
"Study2","P140","R11","Description",4
"Study2","P140","R11","Fluency",4
"Study2","P140","R11","Syntactic_Breadth",3
"Study2","P140","R11","Train_of_Thought",3
"Study2","P140","R11","Vocabulary",1
"Study2","P141","R01","Argumentation",3
"Study2","P141","R01","Completeness",2
"Study2","P141","R01","Correctness",2
"Study2","P141","R01","Description",2
"Study2","P141","R01","Fluency",1
"Study2","P141","R01","Structure",3
"Study2","P141","R01","Train_of_Thought",1
"Study2","P141","R01","Vocabulary",1
"Study2","P141","R07","Argumentation",3
"Study2","P141","R07","Correctness",4
"Study2","P141","R07","Description",2
"Study2","P141","R07","Fluency",2
"Study2","P141","R07","Structure",2
"Study2","P141","R07","Train_of_Thought",3
"Study2","P141","R07","Vocabulary",3
"Study2","P142","R03","Argumentation",3
"Study2","P142","R03","Completeness",4
"Study2","P142","R03","Correctness",2
"Study2","P142","R03","Description",3
"Study2","P142","R03","Fluency",3
"Study2","P142","R03","Structure",3
"Study2","P142","R03","Syntactic_Breadth",4
"Study2","P142","R03","Train_of_Thought",3
"Study2","P142","R03","Vocabulary",4
"Study2","P142","R09","Argumentation",3
"Study2","P142","R09","Completeness",3
"Study2","P142","R09","Correctness",3
"Study2","P142","R09","Description",3
"Study2","P142","R09","Fluency",3
"Study2","P142","R09","Syntactic_Breadth",4
"Study2","P142","R09","Train_of_Thought",2
"Study2","P142","R09","Vocabulary",2
"Study2","P143","R01","Argumentation",2
"Study2","P143","R01","Completeness",3
"Study2","P143","R01","Correctness",2
"Study2","P143","R01","Fluency",3
"Study2","P143","R01","Structure",4
"Study2","P143","R01","Syntactic_Breadth",2
"Study2","P143","R01","Train_of_Thought",4
"Study2","P143","R01","Vocabulary",3
"Study2","P143","R12","Completeness",4
"Study2","P143","R12","Correctness",1
"Study2","P143","R12","Description",3
"Study2","P143","R12","Fluency",3
"Study2","P143","R12","Structure",3
"Study2","P143","R12","Syntactic_Breadth",3
"Study2","P143","R12","Train_of_Thought",3
"Study2","P143","R12","Vocabulary",2
"Study2","P144","R02","Argumentation",4
"Study2","P144","R02","Completeness",4
"Study2","P144","R02","Correctness",1
"Study2","P144","R02","Description",2
"Study2","P144","R02","Fluency",2
"Study2","P144","R02","Structure",3
"Study2","P144","R02","Syntactic_Breadth",3
"Study2","P144","R02","Train_of_Thought",3
"Study2","P144","R02","Vocabulary",3
"Study2","P144","R05","Argumentation",2
"Study2","P144","R05","Completeness",4
"Study2","P144","R05","Correctness",3
"Study2","P144","R05","Fluency",2
"Study2","P144","R05","Structure",4
"Study2","P144","R05","Syntactic_Breadth",4
"Study2","P144","R05","Train_of_Thought",2
"Study2","P144","R05","Vocabulary",4
"Study2","P145","R07","Argumentation",4
"Study2","P145","R07","Completeness",3
"Study2","P145","R07","Correctness",4
"Study2","P145","R07","Description",3
"Study2","P145","R07","Fluency",4
"Study2","P145","R07","Structure",4
"Study2","P145","R07","Syntactic_Breadth",2
"Study2","P145","R07","Train_of_Thought",2
"Study2","P145","R07","Vocabulary",4
"Study2","P145","R11","Argumentation",3
"Study2","P145","R11","Completeness",4
"Study2","P145","R11","Description",2
"Study2","P145","R11","Fluency",4
"Study2","P145","R11","Structure",3
"Study2","P145","R11","Syntactic_Breadth",4
"Study2","P145","R11","Train_of_Thought",1
"Study2","P145","R11","Vocabulary",4
"Study2","P146","R03","Argumentation",2
"Study2","P146","R03","Completeness",4
"Study2","P146","R03","Correctness",3
"Study2","P146","R03","Description",1
"Study2","P146","R03","Fluency",2
"Study2","P146","R03","Structure",3
"Study2","P146","R03","Syntactic_Breadth",1
"Study2","P146","R03","Train_of_Thought",2
"Study2","P146","R08","Argumentation",3
"Study2","P146","R08","Completeness",4
"Study2","P146","R08","Correctness",3
"Study2","P146","R08","Description",3
"Study2","P146","R08","Structure",3
"Study2","P146","R08","Syntactic_Breadth",3
"Study2","P146","R08","Train_of_Thought",3
"Study2","P146","R08","Vocabulary",4
"Study2","P147","R10","Argumentation",2
"Study2","P147","R10","Completeness",4
"Study2","P147","R10","Description",2
"Study2","P147","R10","Fluency",3
"Study2","P147","R10","Syntactic_Breadth",4
"Study2","P147","R10","Train_of_Thought",1
"Study2","P147","R12","Completeness",4
"Study2","P147","R12","Correctness",3
"Study2","P147","R12","Description",1
"Study2","P147","R12","Fluency",4
"Study2","P147","R12","Structure",4
"Study2","P147","R12","Syntactic_Breadth",3
"Study2","P147","R12","Train_of_Thought",3
"Study2","P147","R12","Vocabulary",4
"Study2","P148","R05","Argumentation",2
"Study2","P148","R05","Completeness",1
"Study2","P148","R05","Description",1
"Study2","P148","R05","Fluency",1
"Study2","P148","R05","Structure",2
"Study2","P148","R05","Syntactic_Breadth",1
"Study2","P148","R05","Train_of_Thought",3
"Study2","P148","R11","Argumentation",2
"Study2","P148","R11","Correctness",1
"Study2","P148","R11","Description",2
"Study2","P148","R11","Fluency",1
"Study2","P148","R11","Structure",4
"Study2","P148","R11","Syntactic_Breadth",2
"Study2","P148","R11","Train_of_Thought",1
"Study2","P148","R11","Vocabulary",3
"Study2","P149","R07","Argumentation",4
"Study2","P149","R07","Completeness",3
"Study2","P149","R07","Correctness",3
"Study2","P149","R07","Description",4
"Study2","P149","R07","Fluency",4
"Study2","P149","R07","Structure",4
"Study2","P149","R07","Syntactic_Breadth",3
"Study2","P149","R07","Train_of_Thought",2
"Study2","P149","R07","Vocabulary",3
"Study2","P149","R10","Argumentation",2
"Study2","P149","R10","Completeness",2
"Study2","P149","R10","Correctness",4
"Study2","P149","R10","Description",2
"Study2","P149","R10","Fluency",1
"Study2","P149","R10","Structure",2
"Study2","P149","R10","Syntactic_Breadth",1
"Study2","P149","R10","Train_of_Thought",4
"Study2","P149","R10","Vocabulary",4
"Study2","P150","R02","Correctness",4
"Study2","P150","R02","Description",4
"Study2","P150","R02","Fluency",3
"Study2","P150","R02","Structure",4
"Study2","P150","R02","Syntactic_Breadth",3
"Study2","P150","R02","Train_of_Thought",3
"Study2","P150","R02","Vocabulary",4
"Study2","P150","R04","Argumentation",4
"Study2","P150","R04","Completeness",4
"Study2","P150","R04","Description",3
"Study2","P150","R04","Fluency",4
"Study2","P150","R04","Structure",4
"Study2","P150","R04","Syntactic_Breadth",4
"Study2","P150","R04","Vocabulary",3
"Study2","P151","R01","Argumentation",2
"Study2","P151","R01","Completeness",4
"Study2","P151","R01","Correctness",3
"Study2","P151","R01","Description",1
"Study2","P151","R01","Fluency",2
"Study2","P151","R01","Structure",1
"Study2","P151","R01","Syntactic_Breadth",2
"Study2","P151","R01","Train_of_Thought",1
"Study2","P151","R01","Vocabulary",3
"Study2","P151","R04","Argumentation",3
"Study2","P151","R04","Completeness",4
"Study2","P151","R04","Correctness",3
"Study2","P151","R04","Description",2
"Study2","P151","R04","Fluency",2
"Study2","P151","R04","Syntactic_Breadth",2
"Study2","P151","R04","Train_of_Thought",2
"Study2","P151","R04","Vocabulary",2
"Study2","P152","R03","Argumentation",3
"Study2","P152","R03","Completeness",3
"Study2","P152","R03","Correctness",4
"Study2","P152","R03","Description",3
"Study2","P152","R03","Fluency",3
"Study2","P152","R03","Structure",3
"Study2","P152","R03","Syntactic_Breadth",4
"Study2","P152","R03","Train_of_Thought",3
"Study2","P152","R03","Vocabulary",4
"Study2","P152","R10","Argumentation",4
"Study2","P152","R10","Correctness",2
"Study2","P152","R10","Fluency",1
"Study2","P152","R10","Structure",3
"Study2","P152","R10","Train_of_Thought",4
"Study2","P152","R10","Vocabulary",3
"Study2","P153","R01","Argumentation",2
"Study2","P153","R01","Completeness",1
"Study2","P153","R01","Correctness",2
"Study2","P153","R01","Description",1
"Study2","P153","R01","Fluency",3
"Study2","P153","R01","Structure",1
"Study2","P153","R01","Syntactic_Breadth",1
"Study2","P153","R01","Train_of_Thought",3
"Study2","P153","R12","Correctness",1
"Study2","P153","R12","Description",2
"Study2","P153","R12","Fluency",2
"Study2","P153","R12","Syntactic_Breadth",1
"Study2","P154","R04","Argumentation",2
"Study2","P154","R04","Completeness",3
"Study2","P154","R04","Description",2
"Study2","P154","R04","Fluency",4
"Study2","P154","R04","Structure",3
"Study2","P154","R04","Syntactic_Breadth",4
"Study2","P154","R04","Train_of_Thought",2
"Study2","P154","R04","Vocabulary",3
"Study2","P154","R07","Argumentation",3
"Study2","P154","R07","Completeness",3
"Study2","P154","R07","Correctness",3
"Study2","P154","R07","Description",2
"Study2","P154","R07","Fluency",4
"Study2","P154","R07","Structure",3
"Study2","P154","R07","Syntactic_Breadth",4
"Study2","P154","R07","Train_of_Thought",4
"Study2","P154","R07","Vocabulary",4
"Study2","P155","R02","Completeness",4
"Study2","P155","R02","Description",2
"Study2","P155","R02","Fluency",3
"Study2","P155","R02","Train_of_Thought",4
"Study2","P155","R09","Argumentation",2
"Study2","P155","R09","Completeness",4
"Study2","P155","R09","Correctness",2
"Study2","P155","R09","Description",3
"Study2","P155","R09","Fluency",4
"Study2","P155","R09","Structure",2
"Study2","P155","R09","Syntactic_Breadth",4
"Study2","P155","R09","Train_of_Thought",1
"Study2","P155","R09","Vocabulary",3
"Study2","P156","R06","Completeness",3
"Study2","P156","R06","Correctness",1
"Study2","P156","R06","Description",2
"Study2","P156","R06","Fluency",4
"Study2","P156","R06","Structure",4
"Study2","P156","R06","Syntactic_Breadth",2
"Study2","P156","R06","Train_of_Thought",2
"Study2","P156","R06","Vocabulary",3
"Study2","P156","R10","Argumentation",1
"Study2","P156","R10","Completeness",3
"Study2","P156","R10","Correctness",2
"Study2","P156","R10","Description",4
"Study2","P156","R10","Fluency",3
"Study2","P156","R10","Structure",4
"Study2","P156","R10","Syntactic_Breadth",4
"Study2","P156","R10","Train_of_Thought",3
"Study2","P157","R03","Argumentation",4
"Study2","P157","R03","Completeness",4
"Study2","P157","R03","Description",2
"Study2","P157","R03","Fluency",4
"Study2","P157","R03","Structure",4
"Study2","P157","R03","Syntactic_Breadth",2
"Study2","P157","R03","Vocabulary",4
"Study2","P157","R11","Argumentation",2
"Study2","P157","R11","Completeness",3
"Study2","P157","R11","Correctness",2
"Study2","P157","R11","Description",2
"Study2","P157","R11","Fluency",2
"Study2","P157","R11","Structure",4
"Study2","P157","R11","Syntactic_Breadth",4
"Study2","P157","R11","Train_of_Thought",3
"Study2","P157","R11","Vocabulary",2
"Study2","P158","R02","Argumentation",3
"Study2","P158","R02","Completeness",3
"Study2","P158","R02","Correctness",1
"Study2","P158","R02","Description",2
"Study2","P158","R02","Fluency",3
"Study2","P158","R02","Structure",4
"Study2","P158","R02","Syntactic_Breadth",3
"Study2","P158","R02","Train_of_Thought",2
"Study2","P158","R02","Vocabulary",3
"Study2","P158","R03","Argumentation",4
"Study2","P158","R03","Completeness",3
"Study2","P158","R03","Correctness",2
"Study2","P158","R03","Description",2
"Study2","P158","R03","Fluency",4
"Study2","P158","R03","Structure",4
"Study2","P158","R03","Train_of_Thought",1
"Study2","P158","R03","Vocabulary",4
"Study2","P159","R03","Argumentation",3
"Study2","P159","R03","Completeness",3
"Study2","P159","R03","Correctness",3
"Study2","P159","R03","Description",3
"Study2","P159","R03","Fluency",4
"Study2","P159","R03","Structure",4
"Study2","P159","R03","Syntactic_Breadth",3
"Study2","P159","R03","Vocabulary",4
"Study2","P159","R08","Argumentation",3
"Study2","P159","R08","Completeness",4
"Study2","P159","R08","Correctness",3
"Study2","P159","R08","Description",4
"Study2","P159","R08","Fluency",3
"Study2","P159","R08","Train_of_Thought",2
"Study2","P159","R08","Vocabulary",3
"Study2","P160","R04","Argumentation",2
"Study2","P160","R04","Completeness",4
"Study2","P160","R04","Correctness",2
"Study2","P160","R04","Description",3
"Study2","P160","R04","Fluency",4
"Study2","P160","R04","Structure",4
"Study2","P160","R04","Syntactic_Breadth",3
"Study2","P160","R04","Vocabulary",4
"Study2","P160","R10","Completeness",4
"Study2","P160","R10","Correctness",3
"Study2","P160","R10","Fluency",3
"Study2","P160","R10","Structure",4
"Study2","P160","R10","Syntactic_Breadth",4
"Study2","P160","R10","Train_of_Thought",2
"Study2","P160","R10","Vocabulary",1
"Study2","P161","R03","Argumentation",1
"Study2","P161","R03","Completeness",3
"Study2","P161","R03","Correctness",2
"Study2","P161","R03","Description",1
"Study2","P161","R03","Structure",2
"Study2","P161","R03","Syntactic_Breadth",2
"Study2","P161","R07","Argumentation",3
"Study2","P161","R07","Completeness",2
"Study2","P161","R07","Correctness",3
"Study2","P161","R07","Description",2
"Study2","P161","R07","Fluency",3
"Study2","P161","R07","Structure",4
"Study2","P161","R07","Syntactic_Breadth",3
"Study2","P161","R07","Train_of_Thought",4
"Study2","P161","R07","Vocabulary",2
"Study2","P162","R05","Argumentation",4
"Study2","P162","R05","Completeness",2
"Study2","P162","R05","Correctness",3
"Study2","P162","R05","Description",1
"Study2","P162","R05","Fluency",3
"Study2","P162","R05","Syntactic_Breadth",1
"Study2","P162","R05","Train_of_Thought",2
"Study2","P162","R05","Vocabulary",3
"Study2","P162","R11","Argumentation",4
"Study2","P162","R11","Completeness",2
"Study2","P162","R11","Correctness",4
"Study2","P162","R11","Fluency",4
"Study2","P162","R11","Structure",4
"Study2","P162","R11","Vocabulary",2
"Study2","P163","R07","Completeness",3
"Study2","P163","R07","Correctness",1
"Study2","P163","R07","Description",3
"Study2","P163","R07","Fluency",4
"Study2","P163","R07","Structure",4
"Study2","P163","R07","Syntactic_Breadth",3
"Study2","P163","R07","Train_of_Thought",3
"Study2","P163","R07","Vocabulary",2
"Study2","P163","R09","Argumentation",3
"Study2","P163","R09","Completeness",2
"Study2","P163","R09","Description",2
"Study2","P163","R09","Structure",2
"Study2","P163","R09","Syntactic_Breadth",3
"Study2","P163","R09","Train_of_Thought",2
"Study2","P163","R09","Vocabulary",2
"Study2","P164","R07","Argumentation",4
"Study2","P164","R07","Completeness",3
"Study2","P164","R07","Description",3
"Study2","P164","R07","Structure",4
"Study2","P164","R07","Syntactic_Breadth",3
"Study2","P164","R07","Vocabulary",3
"Study2","P164","R09","Argumentation",3
"Study2","P164","R09","Correctness",4
"Study2","P164","R09","Description",1
"Study2","P164","R09","Fluency",3
"Study2","P164","R09","Structure",3
"Study2","P164","R09","Train_of_Thought",2
"Study2","P164","R09","Vocabulary",2
"Study2","P165","R04","Completeness",4
"Study2","P165","R04","Correctness",3
"Study2","P165","R04","Description",4
"Study2","P165","R04","Fluency",3
"Study2","P165","R04","Structure",4
"Study2","P165","R04","Syntactic_Breadth",3
"Study2","P165","R04","Train_of_Thought",4
"Study2","P165","R04","Vocabulary",3
"Study2","P165","R08","Completeness",4
"Study2","P165","R08","Correctness",4
"Study2","P165","R08","Description",2
"Study2","P165","R08","Fluency",4
"Study2","P165","R08","Structure",3
"Study2","P165","R08","Syntactic_Breadth",4
"Study2","P165","R08","Train_of_Thought",4
"Study2","P165","R08","Vocabulary",4
"Study2","P166","R02","Argumentation",4
"Study2","P166","R02","Completeness",4
"Study2","P166","R02","Correctness",3
"Study2","P166","R02","Description",4
"Study2","P166","R02","Fluency",4
"Study2","P166","R02","Structure",4
"Study2","P166","R02","Train_of_Thought",4
"Study2","P166","R02","Vocabulary",4
"Study2","P166","R10","Completeness",4
"Study2","P166","R10","Correctness",4
"Study2","P166","R10","Description",2
"Study2","P166","R10","Fluency",4
"Study2","P166","R10","Structure",3
"Study2","P166","R10","Syntactic_Breadth",3
"Study2","P166","R10","Train_of_Thought",3
"Study2","P166","R10","Vocabulary",4
"Study2","P167","R02","Argumentation",4
"Study2","P167","R02","Completeness",4
"Study2","P167","R02","Correctness",3
"Study2","P167","R02","Description",3
"Study2","P167","R02","Fluency",2
"Study2","P167","R02","Structure",3
"Study2","P167","R02","Syntactic_Breadth",2
"Study2","P167","R02","Train_of_Thought",4
"Study2","P167","R02","Vocabulary",4
"Study2","P167","R07","Argumentation",3
"Study2","P167","R07","Completeness",4
"Study2","P167","R07","Correctness",3
"Study2","P167","R07","Description",3
"Study2","P167","R07","Fluency",4
"Study2","P167","R07","Structure",3
"Study2","P167","R07","Syntactic_Breadth",4
"Study2","P167","R07","Train_of_Thought",3
"Study2","P167","R07","Vocabulary",3
"Study2","P168","R03","Argumentation",3
"Study2","P168","R03","Completeness",3
"Study2","P168","R03","Correctness",3
"Study2","P168","R03","Description",3
"Study2","P168","R03","Fluency",4
"Study2","P168","R03","Structure",4
"Study2","P168","R03","Syntactic_Breadth",4
"Study2","P168","R03","Train_of_Thought",2
"Study2","P168","R03","Vocabulary",3
"Study2","P168","R07","Argumentation",4
"Study2","P168","R07","Completeness",3
"Study2","P168","R07","Correctness",3
"Study2","P168","R07","Description",2
"Study2","P168","R07","Fluency",4
"Study2","P168","R07","Structure",4
"Study2","P168","R07","Syntactic_Breadth",4
"Study2","P168","R07","Train_of_Thought",4
"Study2","P169","R01","Argumentation",1
"Study2","P169","R01","Completeness",3
"Study2","P169","R01","Correctness",1
"Study2","P169","R01","Description",3
"Study2","P169","R01","Fluency",4
"Study2","P169","R01","Structure",3
"Study2","P169","R01","Syntactic_Breadth",4
"Study2","P169","R01","Train_of_Thought",2
"Study2","P169","R01","Vocabulary",4
"Study2","P169","R02","Argumentation",4
"Study2","P169","R02","Completeness",4
"Study2","P169","R02","Correctness",4
"Study2","P169","R02","Description",4
"Study2","P169","R02","Fluency",3
"Study2","P169","R02","Structure",4
"Study2","P169","R02","Syntactic_Breadth",3
"Study2","P169","R02","Train_of_Thought",3
"Study2","P169","R02","Vocabulary",4
"Study2","P170","R10","Argumentation",2
"Study2","P170","R10","Completeness",1
"Study2","P170","R10","Correctness",1
"Study2","P170","R10","Description",1
"Study2","P170","R10","Fluency",2
"Study2","P170","R10","Structure",2
"Study2","P170","R10","Syntactic_Breadth",1
"Study2","P170","R10","Train_of_Thought",2
"Study2","P170","R10","Vocabulary",2
"Study2","P170","R11","Argumentation",1
"Study2","P170","R11","Completeness",2
"Study2","P170","R11","Correctness",1
"Study2","P170","R11","Description",2
"Study2","P170","R11","Fluency",1
"Study2","P170","R11","Structure",3
"Study2","P170","R11","Syntactic_Breadth",4
"Study2","P170","R11","Train_of_Thought",3
"Study2","P170","R11","Vocabulary",1
"Study2","P171","R03","Argumentation",2
"Study2","P171","R03","Completeness",1
"Study2","P171","R03","Correctness",2
"Study2","P171","R03","Description",3
"Study2","P171","R03","Fluency",2
"Study2","P171","R03","Structure",3
"Study2","P171","R03","Syntactic_Breadth",3
"Study2","P171","R03","Train_of_Thought",2
"Study2","P171","R03","Vocabulary",1
"Study2","P171","R06","Argumentation",2
"Study2","P171","R06","Completeness",2
"Study2","P171","R06","Correctness",3
"Study2","P171","R06","Description",3
"Study2","P171","R06","Fluency",1
"Study2","P171","R06","Structure",2
"Study2","P171","R06","Syntactic_Breadth",2
"Study2","P171","R06","Train_of_Thought",1
"Study2","P171","R06","Vocabulary",2
"Study2","P172","R04","Argumentation",3
"Study2","P172","R04","Completeness",4
"Study2","P172","R04","Correctness",3
"Study2","P172","R04","Description",3
"Study2","P172","R04","Fluency",3
"Study2","P172","R04","Structure",3
"Study2","P172","R04","Syntactic_Breadth",4
"Study2","P172","R04","Train_of_Thought",3
"Study2","P172","R04","Vocabulary",3
"Study2","P172","R08","Argumentation",2
"Study2","P172","R08","Completeness",2
"Study2","P172","R08","Correctness",3
"Study2","P172","R08","Description",3
"Study2","P172","R08","Fluency",4
"Study2","P172","R08","Structure",4
"Study2","P172","R08","Syntactic_Breadth",2
"Study2","P172","R08","Vocabulary",4
"Study2","P173","R08","Argumentation",4
"Study2","P173","R08","Completeness",4
"Study2","P173","R08","Description",3
"Study2","P173","R08","Fluency",4
"Study2","P173","R08","Structure",4
"Study2","P173","R08","Syntactic_Breadth",4
"Study2","P173","R08","Train_of_Thought",4
"Study2","P173","R08","Vocabulary",4
"Study2","P173","R11","Argumentation",4
"Study2","P173","R11","Completeness",4
"Study2","P173","R11","Correctness",2
"Study2","P173","R11","Description",3
"Study2","P173","R11","Fluency",3
"Study2","P173","R11","Syntactic_Breadth",4
"Study2","P173","R11","Train_of_Thought",4
"Study2","P174","R02","Argumentation",2
"Study2","P174","R02","Correctness",2
"Study2","P174","R02","Fluency",4
"Study2","P174","R02","Structure",4
"Study2","P174","R02","Syntactic_Breadth",3
"Study2","P174","R02","Train_of_Thought",2
"Study2","P174","R02","Vocabulary",4
"Study2","P174","R08","Argumentation",4
"Study2","P174","R08","Completeness",2
"Study2","P174","R08","Correctness",4
"Study2","P174","R08","Description",4
"Study2","P174","R08","Fluency",4
"Study2","P174","R08","Structure",3
"Study2","P174","R08","Syntactic_Breadth",2
"Study2","P174","R08","Train_of_Thought",3
"Study2","P174","R08","Vocabulary",2
"Study2","P175","R09","Argumentation",2
"Study2","P175","R09","Completeness",3
"Study2","P175","R09","Correctness",2
"Study2","P175","R09","Description",1
"Study2","P175","R09","Fluency",2
"Study2","P175","R09","Train_of_Thought",2
"Study2","P175","R09","Vocabulary",2
"Study2","P175","R11","Argumentation",2
"Study2","P175","R11","Completeness",2
"Study2","P175","R11","Correctness",3
"Study2","P175","R11","Fluency",4
"Study2","P175","R11","Structure",4
"Study2","P175","R11","Syntactic_Breadth",2
"Study2","P175","R11","Train_of_Thought",4
"Study2","P175","R11","Vocabulary",3
"Study2","P176","R04","Argumentation",2
"Study2","P176","R04","Completeness",4
"Study2","P176","R04","Correctness",3
"Study2","P176","R04","Description",3
"Study2","P176","R04","Fluency",2
"Study2","P176","R04","Structure",4
"Study2","P176","R04","Syntactic_Breadth",4
"Study2","P176","R04","Train_of_Thought",2
"Study2","P176","R04","Vocabulary",4
"Study2","P176","R08","Completeness",4
"Study2","P176","R08","Fluency",3
"Study2","P176","R08","Structure",4
"Study2","P176","R08","Syntactic_Breadth",3
"Study2","P176","R08","Train_of_Thought",3
"Study2","P177","R01","Completeness",3
"Study2","P177","R01","Correctness",4
"Study2","P177","R01","Description",2
"Study2","P177","R01","Fluency",3
"Study2","P177","R01","Structure",3
"Study2","P177","R01","Syntactic_Breadth",3
"Study2","P177","R01","Vocabulary",1
"Study2","P177","R12","Completeness",4
"Study2","P177","R12","Correctness",3
"Study2","P177","R12","Description",3
"Study2","P177","R12","Fluency",2
"Study2","P177","R12","Structure",3
"Study2","P177","R12","Syntactic_Breadth",4
"Study2","P177","R12","Train_of_Thought",3
"Study2","P177","R12","Vocabulary",3
"Study2","P178","R08","Argumentation",3
"Study2","P178","R08","Completeness",4
"Study2","P178","R08","Correctness",3
"Study2","P178","R08","Description",2
"Study2","P178","R08","Fluency",3
"Study2","P178","R08","Structure",3
"Study2","P178","R08","Syntactic_Breadth",2
"Study2","P178","R10","Argumentation",1
"Study2","P178","R10","Completeness",2
"Study2","P178","R10","Correctness",1
"Study2","P178","R10","Description",2
"Study2","P178","R10","Fluency",2
"Study2","P178","R10","Syntactic_Breadth",4
"Study2","P178","R10","Train_of_Thought",2
"Study2","P178","R10","Vocabulary",3
"Study2","P179","R02","Correctness",3
"Study2","P179","R02","Description",4
"Study2","P179","R02","Fluency",4
"Study2","P179","R02","Structure",4
"Study2","P179","R02","Syntactic_Breadth",4
"Study2","P179","R02","Vocabulary",3
"Study2","P179","R06","Argumentation",4
"Study2","P179","R06","Correctness",4
"Study2","P179","R06","Description",3
"Study2","P179","R06","Fluency",4
"Study2","P179","R06","Structure",4
"Study2","P179","R06","Syntactic_Breadth",4
"Study2","P179","R06","Train_of_Thought",4
"Study2","P180","R03","Argumentation",4
"Study2","P180","R03","Completeness",4
"Study2","P180","R03","Correctness",1
"Study2","P180","R03","Description",3
"Study2","P180","R03","Fluency",4
"Study2","P180","R03","Structure",4
"Study2","P180","R03","Syntactic_Breadth",3
"Study2","P180","R03","Vocabulary",4
"Study2","P180","R08","Argumentation",3
"Study2","P180","R08","Completeness",4
"Study2","P180","R08","Description",2
"Study2","P180","R08","Fluency",4
"Study2","P180","R08","Structure",4
"Study2","P180","R08","Syntactic_Breadth",3
"Study2","P180","R08","Train_of_Thought",4
"Study2","P180","R08","Vocabulary",4
"Study2","P181","R07","Argumentation",2
"Study2","P181","R07","Description",2
"Study2","P181","R07","Fluency",4
"Study2","P181","R07","Structure",2
"Study2","P181","R07","Syntactic_Breadth",4
"Study2","P181","R07","Train_of_Thought",2
"Study2","P181","R07","Vocabulary",3
"Study2","P181","R09","Argumentation",2
"Study2","P181","R09","Completeness",2
"Study2","P181","R09","Correctness",4
"Study2","P181","R09","Description",1
"Study2","P181","R09","Fluency",2
"Study2","P181","R09","Structure",3
"Study2","P181","R09","Syntactic_Breadth",1
"Study2","P181","R09","Train_of_Thought",1
"Study2","P181","R09","Vocabulary",1
"Study2","P182","R05","Argumentation",4
"Study2","P182","R05","Completeness",4
"Study2","P182","R05","Correctness",2
"Study2","P182","R05","Description",2
"Study2","P182","R05","Fluency",4
"Study2","P182","R05","Structure",4
"Study2","P182","R05","Syntactic_Breadth",4
"Study2","P182","R05","Train_of_Thought",3
"Study2","P182","R05","Vocabulary",2
"Study2","P182","R11","Argumentation",2
"Study2","P182","R11","Correctness",3
"Study2","P182","R11","Description",4
"Study2","P182","R11","Fluency",2
"Study2","P182","R11","Syntactic_Breadth",4
"Study2","P182","R11","Train_of_Thought",3
"Study2","P182","R11","Vocabulary",3
"Study2","P183","R02","Argumentation",3
"Study2","P183","R02","Completeness",4
"Study2","P183","R02","Correctness",4
"Study2","P183","R02","Description",4
"Study2","P183","R02","Fluency",4
"Study2","P183","R02","Structure",4
"Study2","P183","R02","Syntactic_Breadth",4
"Study2","P183","R02","Train_of_Thought",4
"Study2","P183","R02","Vocabulary",3
"Study2","P183","R08","Argumentation",3
"Study2","P183","R08","Correctness",4
"Study2","P183","R08","Structure",3
"Study2","P183","R08","Train_of_Thought",4
"Study2","P183","R08","Vocabulary",3
"Study2","P184","R01","Argumentation",4
"Study2","P184","R01","Completeness",4
"Study2","P184","R01","Correctness",3
"Study2","P184","R01","Description",3
"Study2","P184","R01","Fluency",4
"Study2","P184","R01","Structure",4
"Study2","P184","R01","Syntactic_Breadth",4
"Study2","P184","R01","Train_of_Thought",4
"Study2","P184","R01","Vocabulary",3
